SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
0,08-Jul-11,07-Jul-12,87,1202,230000,3547.004,5000031978,2010,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,265000,5113.29,5000031980,2010,0,30,Truck,2779,MERCEEDES,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,265000,4544.032,5000031980,2010,0,30,Truck,2779,MERCEEDES,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,230000,5495.75,5000031981,2010,0,300,Truck,0,ISUZU,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,230000,4613.52,5000031981,2010,0,300,Truck,0,ISUZU,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,180000,3990.48,5000031983,2010,0,300,Tanker,0,DAF,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,180000,3414.358,5000031983,2010,0,300,Tanker,0,DAF,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,200000,4532.97,5000031990,2010,0,6,Truck,0,FIAT,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,200000,3856.297,5000031990,2010,0,6,Truck,0,FIAT,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,180000,4264.38,5000031991,2010,0,85,Truck,0,FIAT,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,180000,3587.707,5000031991,2010,0,85,Truck,0,FIAT,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,200000,4532.97,5000031992,2010,0,82,Truck,0,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,200000,3856.297,5000031992,2010,0,82,Truck,0,NISSAN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,198000,2993.61,5000031993,1986,0,258,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,198000,2872.206,5000031993,1986,0,258,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,60000,2771.62,5000031995,2010,0,15861,Tanker,0,DAF,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,60000,2051.332,5000031995,2010,0,15861,Tanker,0,DAF,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,246000,4025.43,5000031997,2010,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,246000,3761.884,5000031997,2010,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,246000,4025.43,5000031998,1998,4,6,Pick-up,2400,TOYOTA,Own Goods,29836.74
0,08-Jul-11,07-Jul-12,87,1202,246000,3761.884,5000031998,1998,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,246000,4025.43,5000031999,1999,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,246000,3761.884,5000031999,1999,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,246000,4025.43,5000032001,2010,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,246000,3761.884,5000032001,2010,4,6,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,275000,5634.78,5000032002,2010,0,85,Truck,0,FIAT,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,275000,4923.38,5000032002,2010,0,85,Truck,0,FIAT,Own Goods,
0,11-Aug-12,10-Aug-13,1,1201,200000,3023.38,5000032325,1990,6,,Station Wagones,3955,TOYOTA,Private,
0,11-Aug-11,10-Aug-12,1,1201,200000,2585.7,5000032325,1990,6,,Station Wagones,3955,TOYOTA,Private,
1,16-Jul-13,15-Jul-14,5,1202,311000,11333.35,5000032339,2004,24,24,Bus,4334,ISUZU,Fare Paying Passengers,
1,16-Jul-12,15-Jul-13,5,1202,311000,11515.76,5000032339,2004,24,24,Bus,4334,ISUZU,Fare Paying Passengers,
1,16-Jul-11,15-Jul-12,5,1202,311000,10830.592,5000032339,2004,24,24,Bus,4334,ISUZU,Fare Paying Passengers,
0,04-Nov-11,03-Nov-12,11,1202,170000,6141.29,5000032344,1998,2,0,Truck,4334,ISUZU,Own Goods,2900
0,04-Nov-11,03-Nov-12,11,1202,100000,5724.56,5000032345,1991,2,0,Truck,3636,ISUZU,Own Goods,9303.5
0,24-Aug-13,23-Aug-14,11,1202,1019999.98,6347.65,5000032354,2010,4,7,Pick-up,2499,MAZDA,Own Goods,
0,24-Aug-12,23-Aug-13,11,1202,1019999.98,6545.965,5000032354,2010,4,7,Pick-up,2499,MAZDA,Own Goods,
0,24-Aug-11,23-Aug-12,11,1202,1019999.98,6942.815,5000032354,2010,4,7,Pick-up,2499,MAZDA,Own Goods,
0,24-Aug-13,23-Aug-14,11,1202,1019999.98,8768.75,5000032356,2010,4,7,Pick-up,2499,MAZDA,Own Goods,
0,24-Aug-12,23-Aug-13,11,1202,1019999.98,6947.815,5000032356,2010,4,7,Pick-up,2499,MAZDA,Own Goods,63410.18
0,24-Aug-11,23-Aug-12,11,1202,1019999.98,8560.215,5000032356,2010,4,7,Pick-up,2499,MAZDA,Own Goods,
0,15-Feb-14,14-Feb-15,12,1201,0,216.85,5000032372,2003,1,,Motor-cycle,171,YAMAHA,Private,
0,30-Dec-12,29-Dec-13,12,1201,0,309.12,5000032372,2003,1,,Motor-cycle,171,YAMAHA,Private,
0,08-Jul-12,07-Jul-13,87,1202,550000,8959.43,5000032395,2010,0,135,Tanker,12503,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,550000,8383.308,5000032395,2010,0,135,Tanker,12503,NISSAN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,550000,9483.03,5000032397,2010,0,135,Truck,12503,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,550000,8714.683,5000032397,2010,0,135,Truck,12503,NISSAN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,550000,8959.43,5000032398,2010,0,134,Tanker,12503,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,550000,8383.308,5000032398,2010,0,134,Tanker,12503,NISSAN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,550000,9483.03,5000032399,2010,0,134,Truck,12503,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,550000,8714.683,5000032399,2010,0,134,Truck,12503,NISSAN,Own Goods,
0,05-Aug-13,04-Aug-14,11,1202,606012,10955.91,5000032400,2010,0,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
0,05-Aug-12,04-Aug-13,11,1202,606012,13486.37,5000032400,2010,0,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
0,08-Jul-12,07-Jul-13,87,1202,550000,7760.177,5000032400,2010,0,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
0,05-Aug-11,04-Aug-12,11,1202,606012,5102.822,5000032400,2010,0,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
0,08-Jul-11,07-Jul-12,87,1202,550000,7554.381,5000032400,2010,0,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
0,08-Jul-12,07-Jul-13,87,1202,550000,8959.43,5000032401,2010,0,134,Tanker,12503,NISSAN,Own Goods,46527.14
0,08-Jul-11,07-Jul-12,87,1202,550000,8383.308,5000032401,2010,0,134,Tanker,12503,NISSAN,Own Goods,41068.11
0,08-Jul-12,07-Jul-13,87,1202,215000,4673.91,5000032403,2004,0,35,Truck,4334,ISUZU,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,215000,4019.446,5000032403,2004,0,35,Truck,4334,ISUZU,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,215000,4673.91,5000032404,2004,0,35,Truck,0,ISUZU,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,215000,4019.446,5000032404,2004,0,35,Truck,0,ISUZU,Own Goods,83998
0,08-Jul-12,07-Jul-13,87,1202,422708.15,7773.54,5000032406,1990,0,126,Truck,0,MERCEEDES,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,422708.15,7005.193,5000032406,1990,0,126,Truck,0,MERCEEDES,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,422708.15,7773.54,5000032408,1990,0,126,Truck,0,MERCEEDES,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,422708.15,7005.193,5000032408,1990,0,126,Truck,0,MERCEEDES,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,1250000,19038.84,5000032410,2006,0,154,Truck,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,1250000,18213.557,5000032410,2006,0,154,Truck,0,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,435000,6563.62,5000032413,2004,4,6.3,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,435000,6300.074,5000032413,2004,4,6.3,Pick-up,2400,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,435000,6563.62,5000032415,2004,4,6.3,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,435000,6300.074,5000032415,2004,4,6.3,Pick-up,2779,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,1250000,19038.84,5000032419,2006,0,154,Truck,13798,IVECO,Own Goods,2819.92
0,08-Jul-11,07-Jul-12,87,1202,1250000,18213.557,5000032419,2006,0,154,Truck,13798,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,329000,4752.88,5000032420,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,329000,4631.476,5000032420,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,329000,4752.88,5000032422,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,329000,4631.476,5000032422,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,220234.79,3679.42,5000032423,2006,4,5.5,Pick-up,2600,TOYOTA,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,220234.79,3415.874,5000032423,2006,4,5.5,Pick-up,2600,TOYOTA,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,329000,4752.88,5000032424,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,329000,4631.476,5000032424,2006,0,228,Trailers and semitrailers,0,MESFIN,Own Goods,
0,08-Jul-12,07-Jul-13,87,1202,210000,4606.77,5000032425,2002,0,35,Truck,4334,ISUZU,Own Goods,
0,08-Jul-11,07-Jul-12,87,1202,210000,3962.306,5000032425,2002,0,35,Truck,4334,ISUZU,Own Goods,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032569,1984,0,5,Tractor,0,NEW HOLLAND,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032569,1984,0,5,Tractor,0,NEW HOLLAND,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032569,1984,0,5,Tractor,0,NEW HOLLAND,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032570,1984,0,15,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032570,1984,0,15,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,723.98,5000032571,1982,0,,Tractor,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,0,106.73,5000032571,1982,0,,Tractor,0,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,94,1202,0,1100.313,5000032572,1982,1,7,Tractor,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032572,1982,1,7,Tractor,0,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032573,1982,0,,Tractor,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032573,1982,0,,Tractor,0,IVECO,Own Goods,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032574,1982,0,0,Tractor,0,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,94,1202,0,723.98,5000032574,1982,0,0,Tractor,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,0,106.73,5000032574,1982,0,0,Tractor,0,IVECO,Own Goods,
0,08-Jul-13,07-Jul-14,94,1202,0,113.4,5000032575,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032575,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,527.245,5000032575,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032576,1982,0,5,Tractor,0,IVECO,Own Goods,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032576,1982,0,5,Tractor,0,IVECO,Own Goods,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032576,1982,0,5,Tractor,0,IVECO,Own Goods,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032577,1984,0,50,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,1001.78,5000032577,1984,0,50,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032577,1984,0,50,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032578,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,723.98,5000032578,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,106.73,5000032578,1984,0,0,Tractor,0,NEW HOLAND,Agricultural Own Farm,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032579,1984,0,5,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,690.28,5000032579,1984,0,5,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032579,1984,0,5,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-13,07-Jul-14,94,1202,0,106.73,5000032581,1984,1,7,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-12,07-Jul-13,94,1202,0,1001.78,5000032581,1984,1,7,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,0,513.905,5000032581,1984,1,7,Tractor,0,FIAT,Agricultural Own Farm,
0,08-Jul-11,07-Jul-12,94,1202,350000,9032.69,5000025225,1986,1,300,Truck,13798,FIAT,General Cartage,
0,08-Jul-13,07-Jul-14,13,1202,350000,7780.5,5000025228,1986,1,300,Truck,13798,TURBO,General Cartage,
0,22-Jan-13,07-Jul-13,13,1202,100000,1130.11,5000025228,1986,1,300,Truck,13798,TURBO,General Cartage,
0,08-Jul-11,07-Jul-12,94,1202,350000,6732.23,5000025228,1986,1,300,Truck,13798,TURBO,General Cartage,
0,08-Jul-11,07-Jul-12,94,1202,350000,7652.41,5000025234,1986,1,300,Truck,13798,IVECO,General Cartage,
0,08-Aug-13,07-Aug-14,11,1202,205000,3278.51,5000025276,1997,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Aug-12,07-Aug-13,11,1202,205000,3283.51,5000025276,1997,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Aug-11,07-Aug-12,11,1202,205000,3113.205,5000025276,1997,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Jul-11,07-Aug-11,7,1202,205000,129.31,5000025276,1997,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,08-Jul-13,07-Jul-14,85,1201,64818,1415.33,5000028015,1988,8,,Station Wagones,3980,TOYOTA,Private,
0,08-Jul-12,07-Jul-13,85,1201,64818,1415.08,5000028015,1988,8,,Station Wagones,3980,TOYOTA,Private,
0,08-Jul-11,07-Jul-12,85,1201,64818,1027.053,5000028015,1988,8,,Station Wagones,3980,TOYOTA,Private,
0,08-Jul-13,07-Jul-14,82,1202,90616,1778.06,5000028025,1987,2,7,Pick-up,3000,MITSUBISHI,Own Goods,
0,08-Jul-12,07-Jul-13,82,1202,90616,1778.06,5000028025,1987,2,7,Pick-up,3000,MITSUBISHI,Own Goods,
0,08-Jul-11,07-Jul-12,82,1202,90616,1470.351,5000028025,1987,2,7,Pick-up,3000,MITSUBISHI,Own Goods,
0,08-Jul-13,07-Jul-14,82,1202,151129,2295.85,5000028038,1987,2,153,Truck,10308,NISSAN,Own Goods,
0,08-Jul-12,07-Jul-13,82,1202,151129,3291.15,5000028038,1987,2,153,Truck,10308,NISSAN,Own Goods,
0,08-Jul-11,07-Jul-12,82,1202,151129,2342.986,5000028038,1987,2,153,Truck,10308,NISSAN,Own Goods,
0,08-Jul-13,07-Jul-14,82,1202,116754.02,667.48,5000028049,1995,0,140.6,Trailers and semitrailers,0,ROLFO,Own Goods,
0,08-Jul-12,07-Jul-13,82,1202,116754.02,667.48,5000028049,1995,0,140.6,Trailers and semitrailers,0,ROLFO,Own Goods,
0,08-Jul-11,07-Jul-12,82,1202,116754.02,612.23,5000028049,1995,0,140.6,Trailers and semitrailers,0,ROLFO,Own Goods,
1,28-Aug-13,27-Aug-14,13,1202,0,1896.05,5000025288,1984,1,90,Truck,11548,FIAT,General Cartage,
1,11-Dec-11,10-Dec-12,11,1202,0,1895.8,5000025288,1984,1,90,Truck,11548,FIAT,General Cartage,
1,12-Jul-13,11-Jul-14,6,1202,1610000,31717.41,5000025296,2017,1,149.2,Truck,0,FIAT,General Cartage,5909922.48
1,12-Jul-12,11-Jul-13,6,1202,1610000,29403.803,5000025296,2017,1,149.2,Truck,0,FIAT,General Cartage,
1,11-Jul-11,10-Jul-12,6,1202,1610000,44739.695,5000025296,2017,1,149.2,Truck,0,FIAT,General Cartage,
0,07-Aug-13,06-Aug-14,12,1202,200000,2718.95,5000025315,1987,0,200,Trailers and semitrailers,0,MARU,Own Goods,
0,07-Aug-12,06-Aug-13,12,1202,200000,2718.95,5000025315,1987,0,200,Trailers and semitrailers,0,MARU,Own Goods,
0,07-Aug-11,06-Aug-12,11,1202,165000,1973.5,5000025315,1987,0,200,Trailers and semitrailers,0,MARU,Own Goods,
0,08-Jul-11,07-Aug-11,11,1202,178584,103.96,5000025315,1987,0,200,Trailers and semitrailers,0,MARU,Own Goods,
0,15-Aug-13,14-Aug-14,11,1201,45000,1253.29,5000025320,1985,4,,Automobile,1996,TOYOTA,Private,
0,08-Aug-12,07-Aug-13,11,1201,45000,1253.29,5000025320,1985,4,,Automobile,1996,TOYOTA,Private,
0,08-Aug-11,07-Aug-12,11,1201,45000,1128.718,5000025320,1985,4,,Automobile,1996,TOYOTA,Private,
0,08-Jul-13,07-Jul-14,94,1202,1000000,18188.67,5000025321,2000,1,400,Truck,13798,IVECO,General Cartage,
0,08-Jul-12,07-Jul-13,94,1202,1000000,16923.38,5000025321,2000,1,400,Truck,13798,IVECO,General Cartage,
0,08-Jul-11,07-Jul-12,94,1202,1000000,15902.528,5000025321,2000,1,400,Truck,13798,IVECO,General Cartage,
0,08-Jul-13,07-Jul-14,94,1202,1000000,15340.59,5000025326,2000,2,400,Truck,13798,IVECO,General Cartage,
0,08-Jul-12,07-Jul-13,94,1202,1000000,14346.45,5000025326,2000,2,400,Truck,13798,IVECO,General Cartage,
0,08-Jul-11,07-Jul-12,94,1202,1000000,13313.421,5000025326,2000,2,400,Truck,13798,IVECO,General Cartage,
0,22-Jan-13,07-Jul-13,13,1202,100000,1130.11,5000025341,2012,0,226,Trailers and semitrailers,0,MESFIN,General Cartage,
0,08-Jul-11,07-Jul-12,94,1202,350000,12713.43,5000025341,2012,0,226,Trailers and semitrailers,0,MESFIN,General Cartage,50881.88
1,23-Sep-12,22-Sep-13,11,1201,80000,2205.35,5000025391,1982,4,,Automobile,1290,TOYOTA,Private,
1,09-Sep-11,08-Sep-12,11,1201,25000,889.6,5000025391,1982,4,,Automobile,1290,TOYOTA,Private,1705.01
2,11-Oct-13,10-Oct-14,12,1201,300000,3157.51,5000028222,2002,4,,Automobile,1299,TOYOTA,Private,
2,11-Oct-12,10-Oct-13,12,1201,300000,3331.55,5000028222,2002,4,,Automobile,1299,TOYOTA,Private,
1,24-Sep-11,23-Sep-12,10,1201,300000,3445.089,5000028222,2002,4,,Automobile,1299,TOYOTA,Private,
0,24-Oct-13,23-Oct-14,8,1201,200000,3361.1,5000028223,1987,4,,Automobile,1977,MERCEDES,Private,
0,16-Oct-12,15-Oct-13,8,1201,200000,3431.08,5000028223,1987,4,,Automobile,1977,MERCEDES,Private,
0,16-Oct-11,15-Oct-12,8,1201,200000,3391.9,5000028223,1987,4,,Automobile,1977,MERCEDES,Private,
1,14-Mar-14,13-Mar-15,12,1201,350000,4821.9,5000028238,2003,4,,Automobile,1300,TOYOTA,Private,
1,14-Mar-13,13-Mar-14,12,1201,350000,4920.028,5000028238,2003,4,,Automobile,1300,TOYOTA,Private,
1,14-Mar-12,13-Mar-13,12,1201,350000,5169.653,5000028238,2003,4,,Automobile,1300,TOYOTA,Private,
0,08-Jan-13,07-Jan-14,9,1201,1910000.01,16384.46,5000028263,2008,7,,Station Wagones,4461,TOYOTA,Private,
0,08-Jan-12,07-Jan-13,9,1201,1910000.01,17495.8,5000028263,2008,7,,Station Wagones,4461,TOYOTA,Private,
1,01-Feb-13,31-Jan-14,12,1202,800000,26985.02,5000028270,1984,1,120,Truck,13798,IVECO,General Cartage,2259254.6
1,01-Feb-12,31-Jan-13,12,1202,800000,28251.67,5000028270,1984,1,120,Truck,13798,IVECO,General Cartage,
0,14-Dec-13,13-Dec-14,6,1201,930000,7021.86,5000025393,2002,4,,Station Wagones,2779,TOYOTA,Private,
0,14-Dec-12,13-Dec-13,6,1201,350000,4346.83,5000025393,2002,4,,Station Wagones,2779,TOYOTA,Private,
0,14-Dec-11,13-Dec-12,6,1201,350000,4484.26,5000025393,2002,4,,Station Wagones,2779,TOYOTA,Private,
0,01-Jan-14,31-Dec-14,76,1202,430679.8,6546.47,5000025399,2008,26,0,Bus,4214,MITSUBISHI,Own service,110345.44
0,01-Jan-13,31-Dec-13,76,1202,430679.8,6837.03,5000025399,2008,26,0,Bus,4214,MITSUBISHI,Own service,
0,15-Nov-11,31-Dec-11,76,1202,0,285.46,5000025399,2008,26,0,Bus,4214,MITSUBISHI,Own service,
0,01-Jan-12,31-Dec-12,76,1202,430679.8,6546.22,5000025399,2008,26,0,Bus,4214,MITSUBISHI,Own service,
0,07-Jul-13,06-Jul-14,94,1202,60000,1649.7,5000025407,1992,0,300,Trailers and semitrailers,0,MACK,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,60000,1380.41,5000025407,1992,0,300,Trailers and semitrailers,0,MACK,General Cartage,
0,07-Jul-11,06-Jul-12,94,1202,60000,1334.181,5000025407,1992,0,300,Trailers and semitrailers,0,MACK,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,60000,1683.94,5000025415,1992,0,300,Trailers and semitrailers,0,MACK,General Cartage,
0,07-Jul-11,06-Jul-12,94,1202,60000,1637.711,5000025415,1992,0,300,Trailers and semitrailers,0,MACK,General Cartage,
0,07-Jul-13,06-Jul-14,94,1202,200000,3939.22,5000028577,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,200000,3609.22,5000028577,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-11,06-Jul-12,94,1202,200000,3502.281,5000028577,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-13,06-Jul-14,94,1202,200000,3939.22,5000028579,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,200000,3609.22,5000028579,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,27649
0,07-Jul-11,06-Jul-12,94,1202,200000,3502.281,5000028579,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-13,06-Jul-14,94,1202,200000,3939.22,5000028582,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,200000,3609.22,5000028582,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-11,06-Jul-12,94,1202,200000,3502.281,5000028582,2007,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-13,06-Jul-14,94,1202,200000,4286.11,5000028585,2004,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-12,06-Jul-13,94,1202,200000,3956.11,5000028585,2004,0,400,Trailers and semitrailers,0,MTE,General Cartage,
0,07-Jul-11,06-Jul-12,94,1202,200000,3849.171,5000028585,2004,0,400,Trailers and semitrailers,0,MTE,General Cartage,33005.76
0,08-Aug-13,07-Aug-14,92,1201,700000,9644.65,5000028605,2007,8,,Station Wagones,4169,NISSAN,Private,
0,08-Aug-12,07-Aug-13,92,1201,700000,9644.65,5000028605,2007,8,,Station Wagones,4169,NISSAN,Private,
0,08-Aug-11,07-Aug-12,92,1201,500000,6955.597,5000028605,2007,8,,Station Wagones,4169,NISSAN,Private,32800.27
0,08-Jul-11,07-Aug-11,92,1201,500000,312.89,5000028605,2007,8,,Station Wagones,4169,NISSAN,Private,
0,26-Mar-14,25-Mar-15,11,1201,131664,2044.36,5000029241,2003,3,,Station Wagones,1995,SUZUKI,Private,
0,14-Mar-13,13-Mar-14,11,1201,131664,2208.6,5000029241,2003,3,,Station Wagones,1995,SUZUKI,Private,
0,14-Mar-12,13-Mar-13,11,1201,131664,2084.65,5000029241,2003,3,,Station Wagones,1995,SUZUKI,Private,
0,26-Mar-14,25-Mar-15,11,1201,160435.7,2555.88,5000029252,2000,4,,Station Wagones,1995,SUZUKI,Private,
0,14-Mar-13,13-Mar-14,11,1201,160435.7,2809.35,5000029252,2000,4,,Station Wagones,1995,SUZUKI,Private,
0,14-Mar-12,13-Mar-13,11,1201,160435.7,2662.32,5000029252,2000,4,,Station Wagones,1995,SUZUKI,Private,
0,26-Mar-14,25-Mar-15,11,1201,160435.7,2091.48,5000029255,2001,4,,Station Wagones,1997,SUZUKI,Private,
0,14-Mar-13,13-Mar-14,11,1201,160435.7,2177.78,5000029255,2001,4,,Station Wagones,1997,SUZUKI,Private,
0,14-Mar-12,13-Mar-13,11,1201,160435.7,2056,5000029255,2001,4,,Station Wagones,1997,SUZUKI,Private,
1,17-May-13,16-May-14,13,1202,707250,20561.04,5000029284,2006,2,0,Truck,8226,ISUZU,General Cartage,777628.15
1,19-May-12,18-May-13,11,1202,707250,27826.8,5000029284,2006,2,0,Truck,8226,ISUZU,General Cartage,459945.12
0,12-Apr-14,11-Apr-15,4,1201,177554,2646.01,5000028617,2006,4,,Automobile,1995,SUZUKI,Private,
0,01-Jan-14,31-Mar-14,4,1201,177554,1151.43,5000028617,2006,4,,Automobile,1995,SUZUKI,Private,
0,01-Jan-13,31-Dec-13,12,1201,177554,3093.11,5000028617,2006,4,,Automobile,1995,SUZUKI,Private,
